title,summary,category
School of Natural Philosophy,School of Natural Philosophy is an 1837 scientific textbook by Richard Green Parker. It is credited with inspiring the inventor Thomas Edison.,1
Science and Religion: Some Historical Perspectives,"Science and Religion: Some Historical Perspectives is a book on the relationship between religion and science by John Hedley Brooke.
The book identifies three traditional views of the relationship between science and religion found in historical analyses: conflict, complementarity, and commonality.  The book portrays all three as oversimplifications. It offers up the alternative notion of complexity, which bases the relationship between science and religion on changing circumstances where it is defined upon each particular historical situation and the actual beliefs and ideas of the scientific and religious figures involved.",1
Science at the Crossroads,"Science at the Crossroads was an anthology of the contributions of the delegation from the Soviet Union which attended the Second International Congress of the History of Science. Joseph Needham provided a foreword. It was republished with a new foreword and introduction in 1971. Alfred Rupert Hall wrote a scathing review, claiming that it had little impact in the Soviet Union and that most of the contributors careers led, rather, to the prison camp and the execution squad.",1
Science book,"A science book is a work of nonfiction, usually written by a scientist, researcher, or professor like Stephen Hawking (A Brief History of Time), or sometimes by a non-scientist such as Bill Bryson  (A Short History of Nearly Everything).  Usually these books are written for a wide audience presumed to have a general education rather than a specifically scientific training, as opposed to the very narrow audience that a scientific paper would have, and are therefore referred to as popular science.  As such, they require considerable talent on the part of the author to sufficiently explain difficult topics to 
people who are totally new to the subject, and a good blend of storytelling and technical writing.  In the UK, the Royal Society Prizes for Science Books are considered to be the most prestigious awards for science writing. In the US, the National Book Awards briefly had a category for science writing in the 1960s, but now they just have the broad categories of fiction and nonfiction.
There are many disciplines that are well explained to lay people through science books.  A few examples include Carl Sagan on astronomy, Jared Diamond on geography, Stephen Jay Gould and Richard Dawkins on evolutionary biology, David Eagleman on neuroscience, Donald Norman on usability and cognitive psychology, Steven Pinker, Noam Chomsky, and Robert Ornstein on linguistics and cognitive science, Donald Johanson and Robert Ardrey on paleoanthropology, and Desmond Morris on zoology and anthropology, and Fulvio Melia on black holes.
The roots of popular science writing can be traced back to the didactic poetry of Greek and Roman antiquity. During the Age of Enlightenment, many books were written that spread the new science to both experts and the educated public,  but Mary Somerville's On the Connexion of the Physical Sciences (first edition 1834) was arguably the first book in the modern genre of popular science.",1
Science Fictions,"Science Fictions: How Fraud, Bias, Negligence, and Hype Undermine the Search for Truth is a 2020 non-fiction book on issues undermining scientific research by Scottish psychologist Stuart J. Ritchie. It was published by Metropolitan Books on July 14, 2020 and is Ritchie's second book. Science Fictions was nominated for the £25,000 Royal Society Prize for Science Books but lost out to Merlin Sheldrake's Entangled Life.",1
Science in Action (book),"Science in Action: How to Follow Scientists and Engineers Through Society (ISBN 0-674-79291-2) is a seminal book by French philosopher, anthropologist and sociologist Bruno Latour first published in 1987. It is written in a textbook style, proposes an approach to the empirical study of science and technology, and is considered a canonical application of actor-network theory. It also entertains ontological conceptions and theoretical discussions making it a research monograph and not a methodological handbook per se.
In the introduction, Latour develops the methodological dictum that science and technology must be studied ""in action"", or ""in the making"". Because scientific discoveries turn esoteric and difficult to understand, it has to be studied where discoveries are made in practice. For example, Latour turns back time in the case of the discovery of the ""double helix"". Going back in time, deconstructing statements, machines and articles, it is possible to arrive at a point where scientific discovery could have chosen to take many other directions (contingency). Also the concept of ""black box"" is introduced. A black box is a metaphor borrowed from cybernetics denoting a piece of machinery that ""runs by itself"". That is, when a series of instructions are too complicated to be repeated all the time, a black box is drawn around it, allowing it to function only by giving it ""input"" and ""output"" data. For example, a CPU inside a computer is a black box. Its inner complexity doesn't have to be known; one only needs to use it in his/her daily activities.
Henning Schmidgen describes Science in Action as an anthropology of science, a manual where the main purpose is “a trip through the unfamiliar territory of “technoscience””. Similarly Science in Action has been described as ""A guide that explains how to account for processes of making knowledge, facts, or truths. A guide designed to be used on site, while observing the negotiations and struggles that precede ready-made science"".",1
Science In Society,"Science In Society: An Introduction to Social Studies of Science (ISBN 0415321999) is a 2004 book by Massimiano Bucchi. The book explains how science works, what sociologists find to be of interest, and how scientific knowledge is produced. There are chapters on the relevance of science to contemporary life, Kuhn's work and its modern relevance, as well as the role of scientific communication.",1
"Science, Order, and Creativity","Science, Order, and Creativity is a book by theoretical physicist David Bohm and physicist and writer F. David Peat. It was originally published 1987 by Bantam Books, USA, then 1989 in Great Britain by Routledge. The second edition, published in 2000 after Bohm's death, comprises a new foreword by Peat as well as an additional introductory chapter, in which a fictitious dialogue between Bohm and Peat serves to introduce the reader to the context and topics of the book.
In Science, Order and Creativity, the authors emphasize the role of creativity and communication for science and, also beyond science, for humanity as a whole.",1
Scientific Memoirs,"Scientific Memoirs, Selected from the Transactions of Foreign Academies of science and Learned Societies and from Foreign Journals was a series of books edited and published by Richard Taylor (1781–1858) in London between 1837 and 1852.
After 1852 the publication continued in two series: Natural Philosophy, edited by J. Tyndall and William Francis; and, Natural history, edited by Arthur Henfrey and Thomas Henry Huxley.
Volume 3 (1843) is noteworthy because it contained Ada Lovelace's notes appended to her translation of Luigi Federico Menabrea's article. Both are available on Wikisource.
The Menebrea article
The notes by Ada Lovelace.
Some volumes have been reprinted by Johnson Reprint Corp. New York in 1966.",1
"Scientologie, Wissenschaft von der Beschaffenheit und der Tauglichkeit des Wissens","Scientologie, Wissenschaft von der Beschaffenheit und der Tauglichkeit des Wissens (Scientology: Science of the Constitution and Usefulness of Knowledge) is a 1934 book published by Anastasius Nordenholz, in which he defines the term ""Scientologie"" or ""Eidologie"" as a science of knowing or knowledge and discusses the philosophical implications of the concept.
The book has been cited by some as a possible source of inspiration for L. Ron Hubbard and his better-known conception of Scientology, though this interpretation is disputed.",1
The Sea Around Us,"The Sea Around Us is a prize-winning and best-selling book by the American marine biologist Rachel Carson, first published as a whole by Oxford University Press in 1951. It reveals the science and poetry of the sea while ranging from its primeval beginnings to the latest scientific probings. Often described as ""poetic,"" it was Carson's second published book and the one that launched her into the public eye and a second career as a writer and conservationist; in retrospect it is counted the second book of her so-called sea trilogy.
The Sea Around Us won both the 1952 National Book Award for Nonfiction
and a Burroughs Medal in nature writing. It remained on the New York Times Best Seller List for 86 weeks and it has been translated into 28 languages.",1
Six-legged Soldiers,"Six-Legged Soldiers: Using Insects as Weapons of War is a nonfiction scientific warfare book written by author and University of Wyoming professor, Jeffrey A. Lockwood. Published in 2008 by Oxford University Press, the book explores the history of bioterrorism, entomological warfare, biological warfare, and the prevention of agro-terrorism from the earliest times to modern threats. Lockwood, an entomologist, preceded this book with Ethical issues in biological control (1997) and Locust: The devastating rise and mysterious disappearance of the insect that shaped the American frontier (2004), among others.",1
The Sixth Extinction: An Unnatural History,"The Sixth Extinction: An Unnatural History is a 2014 non-fiction book written by Elizabeth Kolbert and published by Henry Holt and Company. The book argues that the Earth is in the midst of a modern, man-made, sixth extinction. In the book, Kolbert chronicles previous mass extinction events, and compares them to the accelerated, widespread extinctions during our present time. She also describes specific species extinguished by humans, as well as the ecologies surrounding prehistoric and near-present extinction events. The author received the Pulitzer Prize for General Non-Fiction for the book in 2015.The target audience is the general reader, and scientific descriptions are rendered in understandable prose. The writing blends explanations of her treks to remote areas with interviews of scientists, researchers, and guides, without advocating a position, in pursuit of objectivity. Hence, the sixth mass extinction theme is applied to flora and fauna existing in diverse habitats, such as the Panamanian rainforest, the Great Barrier Reef, the Andes, Bikini Atoll, city zoos, and the author's own backyard. The book also applies this theme to a number of other habitats and organisms throughout the world. After researching the current mainstream view of the relevant peer-reviewed science, Kolbert estimates flora and fauna loss by the end of the 21st century to be between 20 and 50 percent ""of all living species on earth"".",1
The Skeptics' Guide to the Universe (book),"The Skeptics' Guide to the Universe: How to Know What's Really Real in a World Increasingly Full of Fake is a 2018 book meant to be an all-encompassing guide to skeptical thinking written by Steven Novella and co-authored by other hosts of The Skeptics' Guide to the Universe podcast – Bob Novella, Cara Santa Maria, Jay Novella, and Evan Bernstein. It also contains material from former co-host Perry DeAngelis.",1
"Sleepers, Wake!","Sleepers, Wake! Technology and the Future of Work is a book written by Barry Jones, originally published in 1982 and reprinted many times. A revised and updated edition was published in 1995.Based on the premise that technologically advanced nations are currently passing through a post-industrial or information revolution, Jones analyzes the unique threats and opportunities of the sudden rise in information to the field such as manufacturing, service employment, and basic income.
Jones argues that science and technology have changed the quality, length, and direction of life in the past century far more than politics, education, ideology, or religion. Therefore, inventors such as Thomas Edison and Henry Ford have shaped human experience more broadly and enduringly than Lenin and Hitler.
Some of the book's key points, such as the claim that technological innovation is a major component of economic growth, are more widely accepted now than in 1982. But, to quote Barry Jones himself, ""The central thesis was that people were going to be living longer, far longer, but it was possible that they would be working a good deal less.""Due to the rising issues for the labour force, Jones proposed the need to assist workers in income support and choosing to stay or leave the workforce. However, Jones noted in the 1990 edition that the Labor government did not pursue the idea of basic income when it won office in 1983.Sleepers, Wake! analyzes the major changes in the workforce and presents the possible political programs to assist the society in profiting from the technological advancements.
The fourth edition uses 1991 Commonwealth census data as confirmation of his thesis about changes in the labour force.Barry Jones was Australia's Minister for Science in the Hawke government from 1983 to 1990.",1
The Social Contract (Ardrey book),"The Social Contract: A Personal Inquiry into the Evolutionary Sources of Order and Disorder is a 1970 book by Robert Ardrey. It is the third in his four-book Nature of Man Series.
The book extended Ardrey's refutation of the prevailing conviction within social sciences that all social behavior is purely learned and not governed by innate patterns. Through interwoven analyses of animals and human social structures Ardrey argued that inherited evolutionary traits are an important determining factor in social behavior.
Ardrey dedicated The Social Contract to Jean-Jacques Rousseau, after whose 1762 work the book was titled.",1
The Story of Science in America,"The Story of Science in America is a 1967 science book by L. Sprague de Camp and Catherine Crook de Camp, illustrated by Leonard Everett Fisher, published by Charles Scribner's Sons. It has been translated into Spanish, Portuguese, Burmese and French.",1
"The Sun, the Genome, and the Internet","The Sun, the Genome, and the Internet is a non-fiction scientific book by renowned physicist Freeman Dyson, Professor Emeritus of Physics at the Institute for Advanced Study, Princeton University in the U.S.A. This short book was originally published in 1999 by the Oxford University Press.",1
Superior: The Return of Race Science,"Superior: The Return of Race Science is a non-fiction book by Angela Saini published in 2019. Built around interviews with experts, the scientific consensus, and the author's analysis, it argues that some fields of biology are still influenced by the discredited scientific racism theories of the 19th century.",1
"Sylva, or A Discourse of Forest-Trees and the Propagation of Timber","Sylva, or A Discourse of Forest-Trees and the Propagation of Timber in His Majesty's Dominions by the English writer John Evelyn was first presented in 1662 as a paper to the Royal Society. It was published as a book two years later in 1664, and is recognised as one of the most influential texts on forestry ever published.",1
The Symbolic Species,"The Symbolic Species is a 1997 book by biological anthropologist Terrence Deacon on the evolution of language. Combining perspectives from neurobiology, evolutionary theory, linguistics, and semiotics, Deacon proposes that language, along with the unique human capacity for symbolic thought, co-evolved with the brain.
The Symbolic Species is a multi-disclipinary book that at the time of publishing was seen as groundbreaking. It is considered to have bound together a wide array of ideas in a way that advanced the understanding of professionals in several fields.",1
The Territorial Imperative,"The Territorial Imperative: A Personal Inquiry Into the Animal Origins of Property and Nations is a 1966 nonfiction book by American writer Robert Ardrey. It describes the evolutionarily determined instinct among humans toward territoriality and the implications of this territoriality in human meta-phenomena such as property ownership and nation building. The Territorial Imperative was an immediate success and remains a widely influential work of popular science. It extended Ardrey's groundbreaking anthropological work, contributed to the development of the science of ethology, and encouraged an increasing public interest in human origins.
The Territorial Imperative is the second book in Ardrey's Nature of Man Series; it is preceded by African Genesis (1961) and followed by The Social Contract (1970) and The Hunting Hypothesis (1976). It was illustrated by Ardrey's wife, the South African actress and illustrator Berdine Ardrey (née Grunewald). Ardrey dedicated The Territorial Imperative to Henry Eliot Howard, who was noted for being one of the first to describe in detail the territorial behaviors of birds.",1
Thing Explainer,"Thing Explainer: Complicated Stuff in Simple Words is a 2015 illustrated non-fiction book created by Randall Munroe, in which the author attempts to explain various complex subjects using only the 1,000 most common English words. Munroe conceptualized the book in 2012, when drawing a schematic of the Saturn V rocket for his webcomic xkcd. Published by Houghton Mifflin Harcourt, material from Thing Explainer has been incorporated in United States high school textbooks.",1
The Third Culture,"The Third Culture: Beyond the Scientific Revolution is a 1995 book by John Brockman which discusses the work of several well-known scientists who are directly communicating their new, sometimes provocative, ideas to the general public. John Brockman has continued the themes of 'The Third Culture' in the website of the Edge Foundation, where leading scientists and thinkers contribute their thoughts in plain English.
The title of the book refers to Charles Percy Snow's 1959 work The Two Cultures and the Scientific Revolution, which described the conflict between the cultures of the humanities and science.",1
Throwim Way Leg,"Throwim Way Leg is a 1998 book written by Australian scientist Tim Flannery. It documents Flannery's experiences conducting scientific research in the highlands of Papua New Guinea and Indonesian Western New Guinea. The book describes the flora and fauna of the island and the cultures of its various peoples. The title is an anglicised spelling of the New Guinean Pidgin ""Tromoi Lek,"" to go on a journey.Flannery recounts his 15 trips to New Guinea beginning in 1981, when he was aged 26. He identifies at least 17 previously undescribed species during this period.",1
TiHKAL,"TIHKAL: The Continuation is a 1997 book written by Alexander Shulgin and Ann Shulgin about a family of psychoactive drugs known as tryptamines. A sequel to PIHKAL: A Chemical Love Story, TIHKAL is an acronym that stands for ""Tryptamines I Have Known and Loved"".",1
"Time's Arrow, Time's Cycle","Time's Arrow, Time's Cycle: Myth and Metaphor in the Discovery of Geological Time is a 1987 history of geology by the paleontologist Stephen Jay Gould, in which the author offers a historical account of the conceptualization of Deep Time and uniformitarianism using the works of the English theologian Thomas Burnet, and the Scottish geologists James Hutton and Charles Lyell.",1
Transcendence (Vince book),"Transcendence: How Humans Evolved Through Fire, Language, Beauty, and Time is a non-fiction book by Gaia Vince published in 2019. It describes how human evolution was shaped by genetic, environmental and cultural factors. It has been reviewed by several science publications, including Nature.",1
The Transparent Society,"The Transparent Society (1998) is a non-fiction book by the science-fiction author David Brin in which he forecasts social transparency and some degree of erosion of privacy, as it is overtaken by low-cost surveillance, communication and database technology, and proposes new institutions and practices that he believes would provide benefits that would more than compensate for lost privacy. The work first appeared as a magazine article by Brin in Wired in late 1996. In 2008, security expert Bruce Schneier called the transparent society concept a ""myth"" (a characterization Brin later rejected), claiming it ignores wide differences in the relative power of those who access information.",1
Transport Phenomena (book),"Transport Phenomena  is the first textbook about transport phenomena. It is specifically designed for chemical engineering students. The first edition was published in 1960, two years after having been preliminarily published under the title Notes on Transport Phenomena based on mimeographed notes prepared for a chemical engineering course taught at the University of Wisconsin–Madison during the academic year 1957-1958. The second edition was published in August 2001.  A revised second edition was published in 2007. This text is often known simply as BSL after its authors' initials.",1
The Two Cultures,"""The Two Cultures"" is the first part of an influential 1959 Rede Lecture by British scientist and novelist C. P. Snow which were published in book form as The Two Cultures and the Scientific Revolution the same year. Its thesis was that science and the humanities which represented ""the intellectual life of the whole of western society"" had become split into ""two cultures"" and that this division was a major handicap to both in solving the world's problems.",1
Under a White Sky,Under a White Sky: The Nature of the Future is a 2021 environmental book by Elizabeth Kolbert. The book follows many of the themes she explored in The Sixth Extinction: An Unnatural History.,1
Under the Sea Wind,"Under the Sea Wind: A Naturalist's Picture of Ocean Life (1941) is the first book written by the American marine biologist Rachel Carson.  It was published by Simon & Schuster in 1941 and received very good reviews, but sold poorly. After the great success of a sequel The Sea Around Us (Oxford, 1951), it was reissued by Oxford University Press; that edition was an alternate Book-of-the-Month Club selection and became another bestseller, and has never gone out of print. It is recognized as one of the ""definitive works of American nature writing,"" and is in print as one of the Penguin Nature Classics.",1
The Uninhabitable Earth (book),"The Uninhabitable Earth: Life After Warming is a 2019 non-fiction book by David Wallace-Wells about the consequences of global warming. It was inspired by his New York magazine article ""The Uninhabitable Earth"" (2017).",1
Unscientific America,"Unscientific America: How Scientific Illiteracy Threatens Our Future is a nonfiction book by Chris Mooney and Sheril Kirshenbaum. It was a New York Times best seller. In the book, the authors tackle the problem of scientific illiteracy in America.  The authors criticize scientists for talking down to the misinformed and insulting the religious while calling for more friendly and magnanimous science advocates.  They also blame the New Atheist movement, the creation–evolution controversy, the entertainment industry, the media, and science skeptics.",1
Unstoppable (Nye book),"Unstoppable: Harnessing Science to Change the World is a 2015 book written by Bill Nye and edited by Corey S. Powell. Published by St. Martin's Press, it is Nye's second book, after Undeniable: Evolution and the Science of Creation, also with Powell, which was also published by St. Martin's Press in 2014. The book is about how to use science to improve the environment and the challenges faced with global warming as well as raising the standard of living.",1
Unweaving the Rainbow,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder is a 1998 book by the evolutionary biologist Richard Dawkins, in which the author discusses the relationship between science and the arts from the perspective of a scientist.
Dawkins addresses the misperception that science and art are at odds. Driven by the responses to his books The Selfish Gene and The Blind Watchmaker wherein readers resented his naturalistic world view, seeing it as depriving life of meaning, Dawkins felt the need to explain that, as a scientist, he saw the world as full of wonders and a source of pleasure. This pleasure was not in spite of, but rather because he does not assume as cause the inexplicable actions of a deity but rather the understandable laws of nature.
His starting point is John Keats's well-known, light-hearted accusation that Isaac Newton destroyed the poetry of the rainbow by 'reducing it to the prismatic colours.' See Keats's poem Lamia and Edgar Allan Poe's To Science. Dawkins's agenda is to show the reader that science does not destroy, but rather discovers poetry in the patterns of nature.",1
An Urchin in the Storm,An Urchin in the Storm is a 1987 essay collection from paleontologist and science writer Stephen Jay Gould.,1
The Varieties of Scientific Experience,"The Varieties of Scientific Experience: A Personal View of the Search for God is a book collecting transcribed talks on the subject of natural theology that astronomer Carl Sagan delivered in 1985 at the University of Glasgow as part of the Gifford Lectures. The book was first published posthumously in 2006, 10 years after his death. The title is a reference to The Varieties of Religious Experience by William James.
The book was edited by Ann Druyan, who also provided an introduction section. The sixth chapter, ""The God Hypothesis"", was later reprinted in Christopher Hitchens' anthology The Portable Atheist.


== References ==",1
View from a Height,"View from a Height is a collection of seventeen scientific essays by American writer and scientist Isaac Asimov.  It was the second of a series of books collecting essays from The Magazine of Fantasy and Science Fiction, written between 1959 and 1962. It was first published by Doubleday & Company in 1963. The book received a review in Science Magazine. and The American Biology Teacher.The collection includes the essay ""By Jove!"", the source of the Asimov misquote describing the Solar System (besides the Sun) as ""Jupiter plus debris"".  The actual quote is ""4 planets plus debris"".",1
The Welfare Trait,"The Welfare Trait: How State Benefits Affect Personality is a 2015 book by Adam Perkins, Lecturer in the Neurobiology of Personality at King's College London.Perkins claims that individuals with aggressive, rule-breaking and anti-social tendencies are over-represented among long-term welfare recipients. He calls this an ""employment–resistant personality profile"" and finds that it is heritable.The book was controversial. It initially attracted little attention, with the journal Nature refusing to review it. In 2016, a talk by Perkins was cancelled for fear of disruption. Perkins later wrote ""I was no-platformed by student 'radicals' for telling the truth about welfare"". That year, Perkins secretly gave a presentation on the book at the London Conference on Intelligence.The Adam Smith Institute commended the book's ""praiseworthy boldness"", however the argument was criticised in The Guardian.A 2017 review in the British Journal of Psychiatry wrote ""it is true that there is good-quality evidence for the transmission of dysfunctional personality traits by epigenetic means across generations"".In 2018, a correction to one of Perkins' papers underlying the book identified seven errors.


== References ==",1
What If? (book),"What If?: Serious Scientific Answers to Absurd Hypothetical Questions is a 2014 non-fiction book by Randall Munroe in which the author answers hypothetical science questions sent to him by readers of his webcomic, xkcd. The book contains a selection of questions and answers originally published on his blog What If?, along with several new ones. The book is divided into several dozen chapters, most of which are devoted to answering a unique question. What If? was released on September 2, 2014 and was received positively by critics. A sequel to the book, titled What If? 2, was released on September 13, 2022.",1
Observatory,"An observatory is a location used for observing terrestrial, marine, or celestial events. Astronomy, climatology/meteorology, geophysics, oceanography and volcanology are examples of disciplines for which observatories have been constructed. Historically, observatories were as simple as containing an astronomical sextant (for measuring the distance between stars) or Stonehenge (which has some alignments on astronomical phenomena).",1
Taxonomy,"Taxonomy is the practice and science of categorization or classification.
A taxonomy (or taxonomical classification) is a scheme of classification, especially a hierarchical classification, in which things are organized into groups or types. Among other things, a taxonomy can be used to organize and index knowledge (stored as documents, articles, videos, etc.), such as in the form of a library classification system, or a search engine taxonomy, so that users can more easily find the information they are searching for. Many taxonomies are hierarchies (and thus, have an intrinsic tree structure), but not all are.  
Originally, taxonomy referred only to the categorisation of organisms or a particular categorisation of organisms. In a wider, more general sense, it may refer to a categorisation of things or concepts, as well as to the principles underlying such a categorisation. Taxonomy organizes taxonomic units known as ""taxa"" (singular ""taxon"").""
Taxonomy is different from meronomy, which deals with the categorisation of parts of a whole.",1
Characteristics of common wasps and bees,"While observers can easily confuse common wasps and bees at a distance or without close observation, there are many different characteristics of large bees and wasps that can be used to identify them.",1
Science education,"Science education is the teaching and learning of science to school children, college students, or adults within the general public. The field of science education includes work in science content, science process (the scientific method), some social science, and some teaching pedagogy. The standards for science education provide expectations for the development of understanding for students through the entire course of their K-12 education and beyond. The traditional subjects included in the standards are physical, life, earth, space, and human sciences.",1
Empiricism,"In philosophy, empiricism is an epistemological view that holds that true knowledge or justification comes only or primarily from sensory experience. It is one of several competing views within epistemology, along with rationalism and skepticism. Empiricism emphasizes the central role of empirical evidence in the formation of ideas, rather than innate ideas or traditions. However, empiricists may argue that traditions (or customs) arise due to relations of previous sensory experiences.Historically, empiricism was associated with the ""blank slate"" concept (tabula rasa), according to which the human mind is ""blank"" at birth and develops its thoughts only through later experience.Empiricism in the philosophy of science emphasizes evidence, especially as discovered in experiments. It is a fundamental part of the scientific method that all hypotheses and theories must be tested against observations of the natural world rather than resting solely on a priori reasoning, intuition, or revelation.
Empiricism, often used by natural scientists, says that ""knowledge is based on experience"" and that ""knowledge is tentative and probabilistic, subject to continued revision and falsification"". Empirical research, including experiments and validated measurement tools, guides the scientific method.",1
Fringe science,"Fringe science refers to ideas whose attributes include being highly speculative or relying on premises already refuted. Fringe science theories are often advanced by persons who have no traditional academic science background, or by researchers outside the mainstream discipline.: 58  The general public has difficulty distinguishing between science and its imitators,: 173  and in some cases a ""yearning to believe or a generalized suspicion of experts is a very potent incentive to accepting pseudoscientific claims"".: 176 The term ""fringe science"" covers everything from novel hypotheses which can be tested by means of the scientific method to wild ad hoc hypotheses and mumbo jumbo.  This has resulted in a tendency to dismiss all fringe science as the domain of pseudoscientists, hobbyists, and quacks.A concept that was once accepted by the mainstream scientific community may become fringe science because of a later evaluation of previous research. For example, focal infection theory, which held that focal infections of the tonsils or teeth are a primary cause of systemic disease, was once considered to be medical fact. It has since been dismissed because of lack of evidence.",1
History of science,"The history of science covers the development of science from ancient times to the present. It encompasses all three major branches of science: natural, social, and formal.Science's earliest roots can be traced to Ancient Egypt and Mesopotamia around 3000 to 1200 BCE. These civilizations' contributions to mathematics, astronomy, and medicine influenced later Greek natural philosophy of classical antiquity, wherein formal attempts were made to provide explanations of events in the physical world based on natural causes. After the fall of the Western Roman Empire, knowledge of Greek conceptions of the world deteriorated in Latin-speaking Western Europe during the early centuries (400 to 1000 CE) of the Middle Ages, but continued to thrive in the Greek-speaking Eastern Roman (or Byzantine) Empire. Aided by translations of Greek texts, the Hellenistic worldview was preserved and absorbed into the Arabic-speaking Muslim world during the Islamic Golden Age. The recovery and assimilation of Greek works and Islamic inquiries into Western Europe from the 10th to 13th century revived the learning of natural philosophy in the West.Natural philosophy was transformed during the Scientific Revolution in 16th- to 17th-century Europe, as new ideas and discoveries departed from previous Greek conceptions and traditions. The New Science that emerged was more mechanistic in its worldview, more integrated with mathematics, and more reliable and open as its knowledge was based on a newly defined scientific method. More ""revolutions"" in subsequent centuries soon followed. The chemical revolution of the 18th century, for instance, introduced new quantitative methods and measurements for chemistry. In the 19th century, new perspectives regarding the conservation of energy, age of Earth, and evolution came into focus. And in the 20th century, new discoveries in genetics and physics laid the foundations for new sub disciplines such as molecular biology and particle physics. Moreover, industrial and military concerns as well as the increasing complexity of new research endeavors ushered in the era of ""big science,"" particularly after the Second World War.",1
Scientific instrument,"A scientific instrument is a device or tool used for scientific purposes, including the study of both natural phenomena and theoretical research.",1
Measurement,"Measurement is the quantification of attributes of an object or event, which can be used to compare with other objects or events.
In other words, measurement is a process of determining how large or small a physical quantity is as compared to a basic reference quantity of the same kind.
The scope and application of measurement are dependent on the context and discipline. In natural sciences and engineering, measurements do not apply to nominal properties of objects or events, which is consistent with the guidelines of the International vocabulary of metrology published by the International Bureau of Weights and Measures. However, in other fields such as statistics as well as the social and behavioural sciences, measurements can have multiple levels, which would include nominal, ordinal, interval and ratio scales.Measurement is a cornerstone of trade, science, technology and quantitative research in many disciplines. Historically, many measurement systems existed for the varied fields of human existence to facilitate comparisons in these fields. Often these were achieved by local agreements between trading partners or collaborators. Since the 18th century, developments progressed towards unifying, widely accepted standards that resulted in the modern International System of Units (SI). This system reduces all physical measurements to a mathematical combination of seven base units. The science of measurement is pursued in the field of metrology.
Measurement is defined as the process of comparison of an unknown quantity with a known or standard quantity.",1
Metascience,"Metascience (also known as meta-research) is the use of scientific methodology to study science itself. Metascience seeks to increase the quality of scientific research while reducing inefficiency. It is also known as ""research on research"" and ""the science of science"", as it uses research methods to study how research is done and find where improvements can be made. Metascience concerns itself with all fields of research and has been described as ""a bird's eye view of science"". In the words of John Ioannidis, ""Science is the best thing that has happened to human beings ... but we can do it better.""In 1966, an early meta-research paper examined the statistical methods of 295 papers published in ten high-profile medical journals. It found that ""in almost 73% of the reports read ... conclusions were drawn when the justification for these conclusions was invalid."" Meta-research in the following decades found many methodological flaws, inefficiencies, and poor practices in research across numerous scientific fields. Many scientific studies could not be reproduced, particularly in medicine and the soft sciences. The term ""replication crisis"" was coined in the early 2010s as part of a growing awareness of the problem.Measures have been implemented to address the issues revealed by metascience. These measures include the pre-registration of scientific studies and clinical trials as well as the founding of organizations such as CONSORT and the EQUATOR Network that issue guidelines for methodology and reporting. There are continuing efforts to reduce the misuse of statistics, to eliminate perverse incentives from academia, to improve the peer review process, to systematically collect data about the scholarly publication system, to combat bias in scientific literature, and to increase the overall quality and efficiency of the scientific process.",1
Scientific method,"The scientific method is an empirical method for acquiring knowledge that has characterized the development of science since at least the 17th century (with notable practitioners in previous centuries; see the article history of scientific method for additional detail.) It involves careful observation, applying rigorous skepticism about what is observed, given that cognitive assumptions can distort how one interprets the observation. It involves formulating hypotheses, via induction, based on such observations; the testability of hypotheses, experimental and the measurement-based statistical testing of deductions drawn from the hypotheses; and refinement (or elimination) of the hypotheses based on the experimental findings. These are principles of the scientific method, as distinguished from a definitive series of steps applicable to all scientific enterprises.Although procedures vary from one field of inquiry to another, the underlying process is frequently the same from one field to another. The process in the scientific method involves making conjectures (hypothetical explanations), deriving predictions from the hypotheses as logical consequences, and then carrying out experiments or empirical observations based on those predictions. A hypothesis is a conjecture, based on knowledge obtained while seeking answers to the question. The hypothesis might be very specific, or it might be broad. Scientists then test hypotheses by conducting experiments or studies. A scientific hypothesis must be falsifiable, implying that it is possible to identify a possible outcome of an experiment or observation that conflicts with predictions deduced from the hypothesis; otherwise, the hypothesis cannot be meaningfully tested.The purpose of an experiment is to determine whether observations  agree with or conflict with the expectations deduced from a hypothesis.: Book I, [6.54] pp.372, 408  Experiments can take place anywhere from a garage to a remote mountaintop to CERN's Large Hadron Collider. There are difficulties in a formulaic statement of method, however. Though the scientific method is often presented as a fixed sequence of steps, it represents rather a set of general principles. Not all steps take place in every scientific inquiry (nor to the same degree), and they are not always in the same order.",1
Natural history,"Natural history is a domain of inquiry involving organisms, including animals, fungi, and plants, in their natural environment, leaning more towards observational than experimental methods of study. A person who studies natural history is called a naturalist or natural historian.
Natural history encompasses scientific research but is not limited to it. It involves the systematic study of any category of natural objects or organisms. So while it dates from studies in the ancient Greco-Roman world and the mediaeval Arabic world, through to European Renaissance naturalists working in near isolation, today's natural history is a cross-discipline umbrella of many specialty sciences; e.g., geobiology has a strong multidisciplinary nature.",1
Scientist,"A scientist is a person who researches to advance knowledge in an area of the natural sciences.In classical antiquity, there was no real ancient analog of a modern scientist. Instead, philosophers engaged in the philosophical study of nature called natural philosophy, a precursor of natural science. Though Thales (circa 624–545 BC) was arguably the first scientist for describing how cosmic events may be seen as natural, not necessarily caused by gods, it was not until the 19th century that the term scientist came into regular use after it was coined by the theologian, philosopher, and historian of science William Whewell in 1833.",1
