title,summary,category
Reinhold Seeböck,Reinhold Seebck born 15 April 1943 is an Austrian speed skater He competed in the mens 5000 metres event at the 1964 Winter Olympics  References  ,-1
The Book of True Desires,The Book of True Desires is a historical romance written by Betina Krahn It won the RITA Award for Best Short Historical in 2007 and was nominated for a Romantic Times Award ,-1
Amirah Inglis,Amirah Inglis ne Gutstadt then Gust then Turner finally Inglis 7 December 1926  2 May 2015 was an Australian communist activist and writer ,-1
Kasarani Constituency,Kasarani Constituency is an electoral constituency in Nairobi It is one of seventeen constituencies of Nairobi City County The entire constituency is located within Nairobi City County and has an area of 15260 km2 589 sq mi making it the secondlargest constituency in Nairobi after Langata It borders Ruaraka Embakasi Central Embakasi North Embakasi East Roysambu constituencies to the west Ruiru constituency to the north Matungulu constituency to the east and Mavoko constituency to the southeast Kasarani Constituency forms part of two subcounties Kasarani Subcounty and Njiru Subcounty ,-1
Sericostomatoidea,Sericostomatoidea is a superfamily in the order Trichoptera the caddisflies Families include Anomalopsychidae Antipodoeciidae Barbarochthonidae Beraeidae Calocidae Chathamiidae Conoesucidae Helicophidae Helicopsychidae  snailcase caddisflies Hydrosalpingidae Petrothrincidae Sericostomatidae  References  ,-1
Battle of Grimball's Landing,The Battle of Grimballs Landing took place in James Island South Carolina on July 16 1863 during the American Civil War It was a part of the campaign known as Operations Against the Defenses of Charleston ,-1
2013 Oregon Challenger – Singles,This was a new event on the ITF Womens Circuit Kurumi Nara won the tournament defeating Alison Riske in the final 36 63 63 ,-1
Dmitry Tsutskarev,Dmitriy Tsutskarev Uzbek   born January 1 1976 is an Uzbek former swimmer who specialized in butterfly events Tsutskarev competed only in the mens 200 m butterfly at the 2000 Summer Olympics in Sydney He achieved a FINA Bcut of 20560 from the Kazakhstan Open Championships in Almaty He challenged five other swimmers in heat one including Ecuadors twotime Olympian Roberto Delgado He edged out Syrias Fadi Kouzmah to race for the fifth seed by 102 seconds in 21054 Tsustkarev failed to advance into the semifinals as he placed fortyfifth overall in the prelims  References  ,-1
Heute (newspaper),Heute literally Today was a Swiss Germanlanguage free daily newspaper published between 2006 and 2008 by Ringier in Zurich ,-1
Souza Cruz,Souza Cruz SA is a Brazilian tobacco manufacturing company based in Rio de Janeiro Souza Cruz is a subsidiary of British American Tobacco The company was founded in 1903 by the Portuguese immigrant Albino Souza Cruz who in 1914 converted the company into a corporation and transferred the controlling interest to British American Tobacco Souza Cruz is currently the leader in the domestic market for cigarettes with a 621 share of the Brazilian market and is among the top ten tax payers in the country ,-1
"Freedom Festival, Hull",The Freedom Festival is an annual music and performance arts festival held in the city of Kingston upon Hull East Riding of Yorkshire England It is named in honour of the slave trade abolitionist MP and son of Hull William Wilberforce The festival was established in 2007 to mark the 200th anniversary of Wilberforces law the Slave Trade Act 1807 to abolish the slave trade in the British EmpireThe eclectic mix of entertainment catered for at Freedom welcomes a varied audience experiencing music dance art street theatre and entertainment from across Europe During its history has welcomed acts such as Pixie Lott JLS The Saturdays Martha Reeves and The Vandellas and The 1975 as well as many local bands and artists In 2013 the delivery of the festival was handed over to the Freedom Festival Arts Trust a charity whose core activity is to engage and educate the public in the arts centred around the annual Freedom Festival ,-1
List of South Park video games,There are nine video games based upon the American animated television series South Park ,-1
Ramhet Singh Yadav,Ramhet Singh Yadav Sandeep Yadav is an Indian politician from the Bharatiya Janata Party and a member of the Rajasthan Legislative Assembly representing the Kishangarh Bas Vidhan Sabha constituency of Rajasthan A Powerful Leader of Alwar District  References  ,-1
Mesfin Tafesse,Mesfin Tafesse Lemene Amharic   born 26 November 2001 is an Ethiopian professional footballer who plays as a striker for Ethiopian Premier League club Ethiopian Coffee and the Ethiopia national team ,-1
Ladson Presbyterian Church,Ladson Presbyterian Church is a historic African American Presbyterian church located at 1720 Sumter Street in Columbia South Carolina The religious building was initially a chapel founded in 1838 and rebuilt in 1896 and is a onestoryoverraisedbasement rectangular red brick building in the Renaissance Revival style It has a front gable roof and features two brick entrance towers The congregation was founded in 1838 as an offshoot congregation of the First Presbyterian ChurchIt was added to the National Register of Historic Places in 1998  References  ,-1
The Mask (video game),The Mask is a 1995 sidescrolling action video game created by American studio Black Pearl Software for the Super Nintendo Entertainment System which is based on the film of the same name The film in turn was loosely based on the Dark Horse comic book series of the same nameThe game received moderately positive reviews from critics who were particularly pleased with its faithful recreation of the humor and visual style of the film while criticizing the level design and difficulty ,-1
Bristol Technology,Bristol Technology Inc was a software development company founded in January 1991 by Keith Ken and Jean Blackwell The companys original product idea WindU was an implementation of the Windows API application programming interface on nonWindows operating systems such as UNIX In March 2007 Bristol was purchased by the information technology corporation HewlettPackard for an undisclosed amount ,-1
Azerbaijan State Oil and Industry University,Azerbaijan State Oil and Industrial University formerly Azerbaijan State Oil Academy Azerbaijani Azrbaycan Dvlt Neft v Snaye Universiteti       ADNSU is a tertiary education institution in Baku Azerbaijan ,-1
A Place for Myself,A Place for Myself is a Rwandan short film released in 2016 ,-1
Folk Song Book,Folk Song Book is an album by American country music singer Eddy Arnold with backing vocals by The Needmore Creek Singers It was released by RCA Victor in 1964The album debuted on Billboard magazines Top Country Albums chart on March 14 1964 peaked at No 4 and remained on the chart for a total of 24 weeksAllMusic gave the album a rating of three stars ,-1
Tim Gallagher,Tim Gallagher is a writer and wildlife photographer and the author of six books Parts Unknown a Naturalists Journey in Search of Birds and Wild Places The Grail Bird Hot on the Trail of the Ivorybilled Woodpecker Falcon Fever A Falconer in the 21st Century Imperial Dreams Tracking the Imperial Woodpecker Through the Wild Sierra Madre Born to Fish How An Obsessed Angler Became the Worlds Greatest Striped Bass Fisherman and Wild Bird Photography A FullColor Guide He was editorinchief of the Cornell Lab of Ornithologys Living Bird magazine for 26 years and before that was on the startup editorial staff first managing editor of WildBird magazine In 2004 Gallagher reported sighting an ivorybilled woodpicker in the Big Woods of Arkansas however a subsequent expedition led by the Cornell Lab of Ornithology was unable to confirm his sighting Gallaghers book about the experience The Grail Bird Hot on the Trail of the Ivorybilled Woodpecker ISBN 0618456937 was published in May 2005 Gallagher was born in England and received a BA in magazine journalism and an MFA in English both from California State University Long Beach ,-1
Makoto Hashi,Makoto Hashi   Hashi Makoto born May 10 1977 is a former Japanese professional wrestler best known for his appearances in Pro Wrestling Noah ,-1
Infantryman 2000,The Infantryman 2000 was a future soldier concept developed by Scicon Limited in 1984 intended to be used by the British Army in the year 2000 The project was cancelled before it could advance beyond prototype stages ,-1
Brashear's Creek,Brashears Creek is a USGSclassified stream flowing through Shelby and Spencer Counties in Kentucky It begins at the confluence of Bullskin and Clear Creeks in Shelby County approximately 2 miles eastnortheast of Finchville Kentucky It flows approximately 26 miles from its source through Rivals to its terminus at Salt River in Taylorsville Spencer County KentuckyThe stream normally flows yearround but during prolonged drought it has been known to stop with a number of dry spots in shallower areas Due to its relatively large watershed and surrounding moderately steep terrain it is also prone to flash flooding and can cut off a number of smaller roads at peak levels In its history Brashears Creek has served as a source of drinking water for humans and livestock irrigation water for crops hydraulic power for mills fishing and paddling ,-1
James Demaine,James Demaine 18426 May 1911 was an English architect mainly active in the Gothic Revival style ,-1
Mac Lesggy,Mac Lesggy born Olivier Lesgourges 1 August 1962 is a French television presenter and producer ,-1
Peter Toon,Peter Toon 1939  25 April 2009 was a priest and theologian and an international advocate of traditional Anglicanism ,-1
James Burton (property developer),LieutenantColonel James Burton n James Haliburton 29 July 1761  31 March 1837 was the most successful property developer of Regency and of Georgian London in which he built over 3000 properties in 250 acres The Oxford Dictionary of National Biography contends that Burton was the most successful developer in late Georgian London responsible for some of its most characteristic architecture James built most of Bloomsbury including Bedford Square Russell Square Bloomsbury Square Tavistock Square and Cartwright Gardens and St Johns Wood Regent Street Regent Street St James Waterloo Place St Jamess Swallow Street Regents Park including its Inner Circle villas in addition to Chester Terrace Cornwall Terrace Clarence Terrace and York Terrace James also financed and built the projects of John Nash at Regents Park most of which were designed by Jamess son Decimus Burton rather than by Nash to the extent that the Commissioners of Woods described James not Nash as the architect of Regents Park James also developed the town of St LeonardsonSea which is now part of Hastings James Burton was a member of London high society during the Georgian era and during the Regency era He was an early member of the Athenaeum Club London whose Clubhouse his company built to a design by his son Decimus Burton who was the clubs prime member James was a friend of Princess Victoria the future Queen Victoria and of the Duchess of Kent He was Master of the Worshipful Company of Tylers and Bricklayers and Sheriff of Kent Jamess children included the Egyptologist James Burton the physician Henry Burton and the architect Decimus Burton He was the grandfather of Constance Mary Fearon who was the founder of the Francis Bacon Society The Burtons London mansion The Holme of Regents Park which was built by Jamess company and designed by Decimus Burton was described by 20th century architecture critic Ian Nairn as a definition of Western civilization in a single view James Burton also built the Burtons Tonbridge mansion Mabledon ,-1
Harry Hole,Harry Hole the surname pronounced as HOOleh who is also called Harry Holy by allies in the Australian police force is the main character in a series of crime novels written by Norwegian author Jo Nesb The name is derived from Old Norse Hlar the plural form of hll meaning round and isolated hill Harrys surname is also the name of a historic Norwegian town Hole Norway with a heritage that goes back to the Viking Age In his stories Hole is a brilliant introverted and obsessively driven detective He has few friends and often clashes with colleagues but his work and skill are so widely known and respected that he is considered a specialist leading him to sometimes consult on cases in other cities and countries Throughout the novels he sometimes uses unorthodox and illegal methods in his investigations A common focus of the novel series is Holes struggles with alcoholism and depression as well as how his mental health suffers as a result of his morally questionable actions and the brutal nature of the crimes he investigates The novel series eventually shows Hole recognizing the harmful nature of his work and increasingly problematic behavior prompting him to leave the police force Despite this later novels show Hole continually finding reason to return to Oslo and assist new criminal investigations despite his own initial reluctance and the protests of his loved onesCritics liken the personality of Harry Hole to those of the famous literary detectives such as Sherlock Holmes Hercule Poirot Jules Maigret and Nero Wolfe According to Jo Nesb himself the character is inspired by and a tribute to Michael Connellys character Harry Bosch The novels are frequent bestsellers ,-1
The Brothers (1947 film),The Brothers is a British film melodrama of 1947 starring Patricia Roc Will Fyffe and Maxwell Reed from a novel of the same name by L A G Strong ,-1
Wyclife Kinyamal,Wyclife Kinyamal born 2 July 1997 is a Kenyan male middledistance runner who competes in the 800 metres He won a gold medal at the 2018 Commonwealth Games and holds a personal best of 14312 minutes ,-1
3030th AAF Base Unit,The 3030th AAF Base Unit Pilot School Specialized Very Heavy was a United States Army Air Forces training unit It specialized in training the crews of Boeing B29 Superfortress bombers as well as pilot transition from twinengine fighters to fourengine aircraft It was one of the first established training schools of B29s in the United States Military and was essential in proving the effectiveness and versatility of the aircraft The unit was formed on 30 April 1944 and was discontinued on 1 November 1945 ,-1
Subconscious (album),Subconscious is the second studio album from American singer Samantha James under the label Om Records The album was released on June 22 2010 featuring the first single Waves of Change produced by Kaskade ,-1
"St Lawrence's Church, Appleby",St Lawrences Church is in Boroughgate ApplebyinWestmorland Cumbria England It is an active Anglican parish church in the deanery of Appleby the archdeaconry of Carlisle and the diocese of Carlisle The parish is one of ten parishes which form the Heart of Eden benefice Sunday worship is at 1045am and on Fridays at 10am The church is recorded in the National Heritage List for England as a designated Grade I listed building ,-1
Frans Maurits Jaeger,Frans Maurits Jaeger May 11 1877 in The Hague  March 2 1945 in Haren was a Dutch chemist and specialist in the history of chemistry He is known for his studies of the symmetry of crystals ,-1
Calorad,Calorad Classic is a liquid protein weight loss supplement which was first introduced to the US and Canadian marketplace in 1984 It has been advertised on both television and radio Calorad Classic is manufactured by NutriDiem and is marketed by several companies including Essentially Yours Industries and Nysante all of which are headquartered in Canada ,-1
1987 in Spanish television,This is a list of Spanish television related events in 1987 ,-1
Alfonso Sena,Alfonso Sena Manterola 5 October 1886  6 August 1958 was a Spanish footballer who played as a defender for Real Sociedad He is one of the most important figures in the amateur beginnings of Real Sociedad from San Sebastin having been the fundamental head behind the foundation of its predecessors Club Ciclista in 1908 and of Real Sociedad itself on 1909 His brothers Miguel and Gregorio also played for Real Sociedad ,-1
Vysokaye,Vysokaye Belarusian  romanized Vysokaje Russian  romanized Vysokoye Ukrainian  romanized Vysoke Polish Wysokie is a town in Brest Region Belarus The westernmost point of Belarus is located a few kilometers to the southwest from Vysokaye on the Bug River As of 2023 it has a population of 4843 This city has a railway station on the Brest line ,-1
Abdulbasit Hawsawi,Abdulbasit Hawsawi Arabic    born 12 December 2000 is a Saudi Arabian professional footballer who plays as a goalkeeper for Pro League side Damac ,-1
Belfast Jewish Community,The Belfast Jewish Community Irish Pobal Gidach Bhal Feirste and previously known as Belfast Hebrew Congregation is the Jewish community in Belfast Northern Ireland Its Rabbi is the Rev David Kale The community follows the Ashkenazi Orthodox ritual Membership has fluctuated from 78 in 1900 approximately 1500 during World War II about 375 after World War II to 350 in 1945 380 in 1949 and 200 in 1999 The congregation was fewer than 80 people as of January 2015 ,-1
Butterflies Go Free,Butterflies Go Free French Papillons en libert is an annual exhibit at the Jardin Botanique de Montreal featuring thousands of live tropical butterflies and moths released in the Grande Serre of the exhibition greenhouses The insects are purchased in caterpillar and egg form from sustainable butterfly farms The exhibit which first shown in 1997 is presented each year from February to April The event features a selection of the largest butterflies found globally One such example is the Attacus atlas also known as the Cobra moth which boasts an impressive wingspan reaching a sizeable 12 inches ,-1
Paul Theriault,Paul Theriault born 1950 is a Canadian former ice hockey coach He served as an assistant coach in the National Hockey League with the Buffalo Sabres during the 199697 NHL season Theriault is the longestserving coach in the history of the Oshawa Generals of the Ontario Hockey League OHL He also served as an OHL head coach for both the Erie Otters and Sault Ste Marie Greyhounds Theriault was awarded the 198687 Matt Leyden Trophy as the OHL Coach of the Year At the professional level Theriault was an assistant coach with the Buffalo Sabres during the 199697 NHL season when Ted Nolan won the Jack Adams Award as the NHLs Coach of the Year He has also served as head coach for the Flint Spirits of the International Hockey League and the HC Asiago and HC Varese of the Italian Serie A ,-1
Kruszewie,Kruszewie kruvj is a village in the administrative district of Gmina Baboszewo within Posk County Masovian Voivodeship in eastcentral Poland  References  ,-1
Geography of Bankura district,Geography of Bankura district refers to the geography of the present Bankura district in the Indian state of West Bengal Bankura is one of the districts of Burdwan division It is situated between 22 38 and 23 38 north latitude and between 86 36 and 87 46 east longitude It has an area of 6788 square kilometres 2621 sq mi On the north and northeast the district is bounded by Bardhaman district from which it is separated by the Damodar River On the southeast it is bounded by Hooghly district on the south by Paschim Medinipur district and on the west by Purulia district ,-1
Galvez – Imperador do Acre,Galvez  Imperador do Acre Galvez  The Emperor of Acre is a book published in 1976 by Brazilian author Mrcio Souza born 1946 about an episode in the history of Acre State Brazil This short novel mixes the historical novel and feuilleton styles The book was a great success in the eighties ,-1
Anolis impetigosus,Anolis impetigosus is a species of lizard in the family Dactyloidae The species is found in Venezuela  References  ,-1
Soňa Nováková,Soa NovkovDosoudilov born 6 October 1975 in Olomouc is a female beach volleyball player from the Czech Republic She twice represented her native country at the Summer Olympics 2000 and 2004 Partnering Eva Celbov she claimed the gold medal at the 1998 European Championships ,-1
Nupserha gestroi,Nupserha gestroi is a species of beetle in the family Cerambycidae It was described by Stephan von Breuning in 1950  References  ,-1
"Mian Rud, Tonekabon",Mian Rud Persian   also Romanized as Mn Rd is a village in Goli Jan Rural District in the Central District of Tonekabon County Mazandaran Province Iran At the 2006 census its population was 199 in 60 families  References  ,-1
BHP Whyalla DH class,The BHP Whyalla DH class were a class of diesel locomotives built by Walkers Limited Maryborough for the BHPs Whyalla Steelworks between 1962 and 1968 ,-1
Raghubir Mahaseth,Raghubir Mahaseth Nepali   is a wellrenowned Nepalese politician He is serving as the Central Secretary of CPN UML is the incharge of the Madhesh Province of Nepal for CPN UML and is the member of House of Representatives of the federal parliament of Nepal He previously served as the Deputy Prime Minister and Minister of Foreign Affairs in 2021 Ministry of Physical Infrastructure and Transport from 2018 to 2020 and the Minister of Irrigation in 2011 ,-1
Simon d'Artois,Simon dArtois born January 26 1992 is a Canadian freestyle skier Born and raised in Whistler BC He is a member of the Canadian National Halfpipe team dArtois competed at the Winter X Games XIX obtaining the first Canadian gold in the Mens SuperPipe He has also competed at the US Grand Prix where in 2013 he fell and hit his head and shoulders near the end of his Superpipe jumpdArtois was ranked number 1 for the 20182019 world cup halfpipe season securing him the crystal globe In March 2021 dArtois achieved a silver medal at the World Championships and in December 2021 a bronze medal at the Calgary Snow Rodeo In January 2022 dArtois was named to Canadas 2022 Olympic team ,-1
Les German,Lester Stanley Les German June 1 1869  June 10 1934 was a Major League Baseball pitcher He played in all or part of six seasons in the majors between 1890 and 1897 He played for the Baltimore Orioles in 1890 then spent four seasons pitching for the New York Giants 1893 to 1896 finishing his career with the Washington Senators His lifetime pitching record was 34 wins and 63 losses ,-1
Arthur Edward Murphy,Arthur Edward Murphy September 1 1901  May 11 1962 was an American philosopher ,-1
Young Marble Giants,Young Marble Giants were a Welsh postpunk band formed in Cardiff Wales in 1978 Their music was based around the vocals of Alison Statton along with the minimalist instrumentation of brothers Philip and Stuart Moxham Their early sound was a sharp contrast with the more aggressive punk rock that dominated the underground at the time Young Marble Giants released just one studio album Colossal Youth in 1980 They also released two EPs and recorded a John Peel session ,-1
Herbert Bailey,Herbert Packer Bailey 5 December 1889  31 July 1917 was a Barbadian firstclass cricketer and British Army officer ,-1
Tonga at the 2015 World Championships in Athletics,Tonga competed at the 2015 World Championships in Athletics in Beijing China from 22 to 30 August 2015 ,-1
James Elliott (medical administrator),Lieutenant Colonel Sir James Sands Elliott 28 May 1880  26 October 1959 was a New Zealand doctor editor medical administrator and writer He was born in Randalstown County Antrim Ireland on 28 May 1880 He was educated at Wellington College and spent a year at the University of Otago Medical School His father sent him to the University of Edinburgh to complete his medical course As a senior student he served with the medical corps in the Second Boer War from 1899 to 1902 Graduating MB ChB in 1902 Elliott returned to New Zealand the following year and was the first house surgeon at Wellington Hospital He then began a surgical and general practice at the hospital serving also as honorary surgeon On 12 December 1905 at Wellington he was married by his father to Annie Allan Forbes from Edinburgh they were going to have five children In 1912 Elliott took the Edinburgh MD degree In 1914 he wrote a book on Greek and Roman medicine In World War I Elliott was a lieutenant colonel in the New Zealand Medical Corps NZMC and was CMO on the second and third voyages of the New Zealand Hospital Ship Maheno which he described as like an oven as she was designed for the Tasman not the Mediterranean He caused a stir by sending a telegram to the Defence Department asking whether the Mahenos captain was subordinate to him The reply was that the captain had the final sayElliott became a fellow of the American College of Surgeons in 1926 and in the following year a foundation fellow of the College of Surgeons of Australasia In the 1936 Kings Birthday Honours he was appointed a Knight Bachelor for public services Elliott was involved with the Order of St John chartered 1888 and in 1955 was promoted to Bailiff Grand Cross of the Order of St JohnIn 1965 a stainedglass window of St Luke the patron saint of surgeons was installed in Elliotts memory in the Nurses Memorial Chapel at Wellington Hospital It was designed by Martin Roestenburg and donated by Elliotts three sons ,-1
Svenska Automobilfabriken,Svenska Automobilfabriken SAF was a Swedish car manufacturer founded in Bollns in December 1919 It assembled US cars based on Pullman Motor Co chassis bought when Pullman went bankrupt in 1917 and fitted them with coachworks and adapted them for Swedish conditions The engine was a Golden Belknapp  Swartz giving 32 hp It was fitted with a Stromberg carburettor and had a 50litre gasoline tank People who earlier had worked on Rengsjbilen were among the employees SAF bought 40 Pullman chassis and built 28 SAF cars before the company went bankrupt in 1921 The remaining stock with or without bodywork was sold out over a few years  Notes  ,-1
Louang Namtha Airport,Louangnamtha Airport IATA LXG ICAO VLLN is an airport in Laos 6 km south of the city of Luang Namtha The airport was closed between 2006 and 2008 for a renovation that extended the runway from 1200 to 1600 metres allowing larger aircraft such as the ATR 72 to use the airport and built a new 700 m2 passenger terminal ,-1
Yaponts Abadiyev,Yaponts Arskievich Abadiyev Russian    Ingush    romanized Yaponts Arski Abdnqan 1906  1985 was a Soviet cavalry regiment commander during the Second World War At the start of the war he was positioned as the deputy commander of a tank regiment but was soon assigned as the commander of the 126th Cavalry Regiment He briefly served as commander of the 255th Separate ChechenIngush Cavalry Regiment but soon accepted command of a regiment within the 115th KabardianBalkar Cavalry Division During the war he was injured multiple times as his division was ordered to confront the 4th Panzer Army despite their cavalrymen being no match for the tanks Despite his long service in the Red Army his entire family was deported in the Aardakh and was sent to Bashkortostan to command a reserve regiment After the war he was stationed in a variety of cities but did not get to return to his homeland of Ingushetia until the 1980s ,-1
Johannes Bertelius,Johannes Bertelius also Jean Bertels 1544  June 19 1607 abbot of Echternach and writer of a history of Luxembourg was born in Leuven After obtaining a degree in philosophy at the Pedagogy of the Lily in Leuven University Bertelius was elected abbot of Altmnster Abbey Luxembourg in 1573 and was consecrated in 1576 On his orders the relics of John the Blind Duke of Luxembourg and King of Bohemia were buried there In 1595 king Philip II of Spain appointed him abbot of the Benedictine monastery of St Willibrord at Echternach The following year the abbey was pillaged by Dutch freebooters and Bertelius was taken prisoner and removed to Nijmegen He was released only after a ransom payment After his return he devoted himself to literary work until his death He was buried in a chapel of the monastery at Echternach ,-1
3 (The Purple Album),3 The Purple Album is the third studio album by Danish band Lukas Graham It was released on 26 October 2018 by Copenhagen Records Then We Take the World and Warner Bros Records The album features songs about growing up and moving on The band toured in support of the album in 2019 The album debuted at number one in Denmark while on the singles chart Love Someone stayed atop for an eighth week Not a Damn Thing Changed rose back up to number two and the other eight album tracks also entered ,-1
Listed buildings in Bowness,Bowness is a civil parish in the Borough of Allerdale in Cumbria England It contains 36 listed buildings that are recorded in the National Heritage List for England Of these one is listed at Grade I the highest of the three grades two are at Grade II the middle grade and the others are at Grade II the lowest grade The parish contains the village of BownessonSolway and the settlements of Port Carlisle Glasson Drumburgh Easton Fingland Whitrigg and Anthorn Because of its proximity to the Scottish border it contains fortified houses some of which have survived and are listed Hadrians Wall passes through the parish and a number of listed buildings are constructed in material taken from the wall In the early 19th century the Carlisle Canal was built and was later replaced by the Port Carlisle Dock and Railway Some structures remain from this and are listed Otherwise most of the listed buildings are houses and associated structures farmhouses and farm buildings The other listed buildings include a medieval cross a church a war memorial and a public house ,-1
List of ship commissionings in 2001,The list of ship commissionings in 2001 includes a chronological list of all ships commissioned in 2001  See also  ,-1
Ortlund,Ortlund is a surname Notable people with the surname include Raymond C Ortlund Sr 19232007 American Presbyterian minister Raymond C Ortlund Jr American Presbyterian minister ,-1
Ligularia stenocephala,Ligularia stenocephala is a species of the genus Ligularia and the family Asteraceae It used to be Senecio ,-1
List of Ottoman military governors of Belgrade Fortress,This article lists the Ottoman military governors of Belgrade Fortress from the establishment of the autonomous Principality of Serbia in 1817 after the Second Serbian Uprising until the withdrawal of Ottoman military garrison from Belgrade Fortress in 1867 simultaneously with the withdrawal of other remaining Ottoman garrisons from Serbian fortresses namely abac Smederevo Kladovo Uice and Soko Grad ,-1
Duane Putnam,Charles Duane Putnam born September 5 1928 is an American former professional football player who was an offensive guard for 10 seasons in the National Football League NFL He played college football for the Pacific Tigers and was selected in the sixth round of the 1952 NFL Draft  He played in the NFL for the Los Angeles Rams Dallas Cowboys and the Cleveland Browns After retiring from playing he was the offensive line coach for the Atlanta Falcons Philadelphia Eagles and the St Louis Cardinals ,-1
Haraldshaugen,Haraldshaugen Norwegian Riksmonumentet Haraldshaugen is a national monument in Haugesund Norway The monument was erected during the millennial celebration of Norways unification into one kingdom under the rule of King Harald Fairhair Norwegian Harald HrfagreHaraldshaugen was unveiled on July 18 1872 by Crown Prince Oscar later King Oscar II of Sweden in connection with the one thousand year anniversary of the Battle of Hafrsfjord The monument is designed by Norwegian architect Christian Christie Norwegian national poet Ivar Aasen wrote a poem entitled Haraldshaugen to commemorate the event The monument was opposed by Norways political left which questioned the merits of celebrating a figure whom they viewed as a brutal authoritarian conquerorHaraldshaugen is located in the northern suburbs of Haugesund The monument consists of a large mound surrounded by a granite memorial stones with 29 smaller stones one from each of the historic counties of Norway At the top of the mound stands a 17m high granite main obelisk with four bronze panels around the base Each panel depicts important scenes from the life of King Harald IHaraldshaugen commemorates the Battle of Hafrsfjord which commonly dates to the year 872 The Battle of Hafrsfjord has traditionally been regarded as the point in which western Norway was for the first time unified under one monarch Tradition holds that Haraldshaugen is the burial site of King Harald I who died circa 933 at Avaldsnes on nearby Karmy south of Haugesund but currently there is no clear archeological evidence of this ,-1
Surattha,Surattha is a genus of moths of the family Crambidae The genus was synonymized with Prionapteryx by Stanisaw Beszyski in 1967 Its status was later revised by Graziano Bassi and Wolfram Mey in 2011 ,-1
Dourado River (Minas Gerais),The Dourado River is a river of Minas Gerais state in southeastern Brazil ,-1
Roslyn L. Schulte,Roslyn Littman Roz Schulte March 4 1984  May 20 2009 was a United States Air Force officer killed in action in the US war in Afghanistan making her the first female United States Air Force Academy graduate to be killed by enemy action and the second female graduate killed in action She was posthumously awarded the National Intelligence Medal for Valor and the Hawaii Medal of Honor ,-1
Holland Performing Arts Center,The Holland Performing Arts Center is a performing arts facility located on 13th and Douglas Streets in downtown Downtown Omaha Nebraska in the United States it opened in October 2005 Designed by Omaha architectural firm HDR Inc in collaboration with Polshek Partnership Architects the structure is owned and managed by Omaha Performing Arts and specializes in events requiring an environment with good acoustics including performances by touring jazz blues and popular entertainers as well as the Omaha Symphony Orchestra and Omaha Area Youth Orchestra Kirkegaard Associates provided acoustics consulting and New York firm Fisher Dachs Associates provided theater planning and design consultation ,-1
Large neutral amino acids transporter small subunit 2,Large neutral amino acids transporter small subunit 2 is a protein that in humans is encoded by the SLC7A8 gene ,-1
Taipei Economic and Cultural Center in India,The Taipei Economic and Cultural Center in India Chinese  pinyin Zh Ynd Dibio Ch is the representative office of Taiwan in India functioning as a de facto embassy in the absence of diplomatic relations It was established in 1995It is headed by a Representative currently Baushuan GerThe Center is also responsible for relations with Nepal and Bhutan and has joint responsibility for Bangladesh with the Taipei Economic and Cultural Office in Thailand in Bangkok Between 2004 and 2009 affairs with Bangladesh were handled by the Taipei Economic and Cultural Office in Bangladesh in DhakaThere is also a Taipei Economic and Cultural Center in Chennai This has responsibility for Sri Lanka and the Maldives as well as the southern states and territories of IndiaIts counterpart body in Taiwan is the IndiaTaipei Association in Taipei ,-1
Bashir Alias,Bashir Haji Alias born 1966 is a Member of the Senate of Malaysia for the first term from 2017 until 2020 and for the second term again since 2023 representing Labuan Bashir is the Labuan Division United Malays National Organization Chief He was firstly appointed as the Chairman of the Labuan Corporation Advisory Council in 2016 to 2018 to replace the late Yunus Kurus a former Senator Then he was reappointed again for a second term serving from 2020 to 2022 to replace Rozman Isli who crossed the floor from UMNO to the Heritage Party ,-1
Frontier Airlines Flight 91,Frontier Airlines Flight 91 was a regularly scheduled passenger flight from Albuquerque New Mexico to Phoenix Arizona On April 13 1972 Ricardo Chavez Ortiz hijacked the plane with an unloaded gun saying that he had no intentions to hurt anyone only demanding that the crew fly past Phoenix and to land in Los Angeles He released all the passengers and had reporters come into the plane so that he could give a speech to the radio before surrendering The incident was the first hijacking of a Frontier Airlines plane in the companys history ,-1
Never Ending Tour 2009,The Never Ending Tour is the popular name for Bob Dylans endless touring schedule since June 7 1988 ,-1
Urs-e-Nizamuddin Aulia,UrseNizamuddin Aulia also known as UrseMehboobeIlahi or UrseHazrat Nizamuddin is a 5 days long annual event commemorating the death anniversary of the Hazrat Nizamuddin Aulia organised at the Dargah Nizamuddin Aulia The Urs attracts a large section of Barelvi and Sufi Muslims all over the world It is organised on 16 Rabiul Thani and ends on 21 Rabiul Thani ,-1
Jacques De Brouwere,Jacques De Brouwere 13 January 1938  6 June 2018 was a Belgian sailor He competed in the Flying Dutchman event at the 1960 Summer Olympics ,-1
Virginia Giorgi,Virginia Giorgi 24 February 1914  6 October 1991 was an Italian gymnast who competed in the 1928 Summer Olympics In 1928 she won the silver medal as member of the Italian gymnastics team ,-1
Dear Summer,Dear Summer is the third and final single from American rapper Memphis Bleeks fourth studio album 534 Despite being featured on Bleeks album and released as a single the song does not feature any vocals from Memphis Bleek He is also not listed as a writer It is solely performed by the featured guest JayZ Produced by Just Blaze it contains a sample from Weldon Irvines Morning Sunrise It is notable for being the first solo JayZ song to be released following his retirement from music in 2003 The song peaked at number 30 on the Hot RBHipHop Songs chart  References  ,-1
